hex_id,h3_resolution,source_h3_resolution,source_child_hex_count,acceptance_low,acceptance_medium,acceptance_high
891f0c9b3cfffff,9,10,7,0.3724,0.5576,0.7433
891f0c9b3d3ffff,9,10,7,0.4773,0.6567,0.8541
891f0c9b3d7ffff,9,10,7,0.4329,0.61,0.8087
891f0c9b3dbffff,9,10,7,0.3953,0.5667,0.7583
891f0c9b403ffff,9,10,7,0.436,0.6109,0.7969
891f0c9b407ffff,9,10,7,0.4304,0.6069,0.7963
891f0c9b40bffff,9,10,7,0.3226,0.5084,0.7093
891f0c9b40fffff,9,10,7,0.4174,0.5917,0.7829
891f0c9b413ffff,9,10,7,0.4287,0.5994,0.8014
891f0c9b417ffff,9,10,7,0.3577,0.5343,0.7444
891f0c9b41bffff,9,10,7,0.4096,0.594,0.7869
891f0c9b423ffff,9,10,7,0.4179,0.5934,0.7887
891f0c9b427ffff,9,10,7,0.3889,0.56,0.7603
891f0c9b42bffff,9,10,7,0.3863,0.5623,0.7711
891f0c9b42fffff,9,10,7,0.4171,0.5933,0.7909
891f0c9b433ffff,9,10,7,0.4014,0.5834,0.7834
891f0c9b437ffff,9,10,7,0.3857,0.5606,0.7634
891f0c9b43bffff,9,10,7,0.4387,0.6207,0.811
891f0c9b443ffff,9,10,7,0.443,0.6341,0.839
891f0c9b447ffff,9,10,7,0.3616,0.5393,0.7383
891f0c9b44bffff,9,10,7,0.3951,0.5763,0.7671
891f0c9b44fffff,9,10,7,0.3437,0.5163,0.7194
891f0c9b453ffff,9,10,7,0.4366,0.6234,0.8219
891f0c9b457ffff,9,10,7,0.4121,0.5874,0.7749
891f0c9b45bffff,9,10,7,0.4283,0.6191,0.819
891f0c9b463ffff,9,10,7,0.4109,0.59,0.7939
891f0c9b467ffff,9,10,7,0.4071,0.5783,0.7729
891f0c9b46bffff,9,10,7,0.3351,0.5087,0.7131
891f0c9b46fffff,9,10,7,0.4071,0.5864,0.7753
891f0c9b473ffff,9,10,7,0.3486,0.5269,0.7317
891f0c9b477ffff,9,10,7,0.3236,0.4967,0.7046
891f0c9b47bffff,9,10,7,0.3043,0.4894,0.6831
891f0c9b483ffff,9,10,7,0.4067,0.568,0.7739
891f0c9b487ffff,9,10,7,0.4506,0.63,0.8249
891f0c9b48bffff,9,10,7,0.4077,0.5884,0.7893
891f0c9b48fffff,9,10,7,0.4461,0.6279,0.8367
891f0c9b493ffff,9,10,7,0.3887,0.5816,0.7784
891f0c9b497ffff,9,10,7,0.5026,0.6864,0.8824
891f0c9b49bffff,9,10,7,0.3987,0.5704,0.7707
891f0c9b4a3ffff,9,10,7,0.4553,0.6277,0.8239
891f0c9b4a7ffff,9,10,7,0.3963,0.5769,0.7776
891f0c9b4abffff,9,10,7,0.3809,0.5617,0.7643
891f0c9b4afffff,9,10,7,0.4263,0.607,0.8147
891f0c9b4b3ffff,9,10,7,0.4274,0.6096,0.8043
891f0c9b4b7ffff,9,10,7,0.4697,0.6487,0.833
891f0c9b4bbffff,9,10,7,0.4314,0.6136,0.8179
891f0c9b4c3ffff,9,10,7,0.4233,0.6127,0.8013
891f0c9b4c7ffff,9,10,7,0.3816,0.5677,0.7634
891f0c9b4cbffff,9,10,7,0.4359,0.6191,0.8221
891f0c9b4cfffff,9,10,7,0.434,0.6133,0.8144
891f0c9b4d3ffff,9,10,7,0.4867,0.675,0.8579
891f0c9b4d7ffff,9,10,7,0.4286,0.6109,0.8096
891f0c9b4dbffff,9,10,7,0.4699,0.6576,0.8399
891f0c9b503ffff,9,10,7,0.3353,0.5124,0.7236
891f0c9b507ffff,9,10,7,0.2617,0.4437,0.646
891f0c9b50bffff,9,10,7,0.3366,0.5076,0.7161
891f0c9b50fffff,9,10,7,0.2629,0.4446,0.6456
891f0c9b513ffff,9,10,7,0.3241,0.5063,0.707
891f0c9b517ffff,9,10,7,0.3176,0.4999,0.7016
891f0c9b51bffff,9,10,7,0.4776,0.6603,0.859
891f0c9b523ffff,9,10,7,0.1903,0.3637,0.566
891f0c9b527ffff,9,10,7,0.1021,0.289,0.5024
891f0c9b52bffff,9,10,7,0.1961,0.3807,0.5809
891f0c9b52fffff,9,10,7,0.1274,0.3031,0.4997
891f0c9b533ffff,9,10,7,0.2617,0.4477,0.6551
891f0c9b537ffff,9,10,7,0.1347,0.2969,0.5004
891f0c9b53bffff,9,10,7,0.2737,0.4436,0.6317
891f0c9b543ffff,9,10,7,0.3956,0.5827,0.7797
891f0c9b547ffff,9,10,7,0.3974,0.5881,0.7903
891f0c9b54bffff,9,10,7,0.3921,0.5774,0.762
891f0c9b54fffff,9,10,7,0.4259,0.5993,0.7967
891f0c9b553ffff,9,10,7,0.3336,0.5141,0.7176
891f0c9b557ffff,9,10,7,0.4447,0.633,0.8257
891f0c9b55bffff,9,10,7,0.3813,0.575,0.7834
891f0c9b563ffff,9,10,7,0.3526,0.5321,0.736
891f0c9b567ffff,9,10,7,0.2314,0.4147,0.6137
891f0c9b56bffff,9,10,7,0.3716,0.5567,0.7536
891f0c9b56fffff,9,10,7,0.322,0.5109,0.7041
891f0c9b573ffff,9,10,7,0.3716,0.556,0.7611
891f0c9b577ffff,9,10,7,0.1991,0.3846,0.5764
891f0c9b57bffff,9,10,7,0.4707,0.648,0.8384
891f0c9b583ffff,9,10,7,0.2293,0.4086,0.602
891f0c9b587ffff,9,10,7,0.3374,0.5217,0.7154
891f0c9b58bffff,9,10,7,0.4099,0.5819,0.7853
891f0c9b58fffff,9,10,7,0.337,0.5057,0.7101
891f0c9b593ffff,9,10,7,0.3253,0.502,0.6837
891f0c9b597ffff,9,10,7,0.2453,0.4333,0.6346
891f0c9b59bffff,9,10,7,0.331,0.5099,0.706
891f0c9b5a3ffff,9,10,7,0.1766,0.3519,0.5457
891f0c9b5a7ffff,9,10,7,0.142,0.3064,0.516
891f0c9b5abffff,9,10,7,0.2614,0.439,0.635
891f0c9b5afffff,9,10,7,0.1343,0.318,0.5231
891f0c9b5b3ffff,9,10,7,0.243,0.4366,0.6359
891f0c9b5b7ffff,9,10,7,0.1753,0.354,0.5489
891f0c9b5bbffff,9,10,7,0.2876,0.46,0.6576
891f0c9b5c3ffff,9,10,7,0.3949,0.5807,0.786
891f0c9b5c7ffff,9,10,7,0.3757,0.5533,0.7499
891f0c9b5cbffff,9,10,7,0.447,0.622,0.8119
891f0c9b5cfffff,9,10,7,0.4137,0.5884,0.783
891f0c9b5d3ffff,9,10,7,0.4091,0.599,0.8053
891f0c9b5d7ffff,9,10,7,0.415,0.594,0.7951
891f0c9b5dbffff,9,10,7,0.3591,0.5369,0.732
891f0c9b603ffff,9,10,7,0.428,0.6057,0.8036
891f0c9b607ffff,9,10,7,0.4061,0.5879,0.7814
891f0c9b60bffff,9,10,7,0.434,0.6044,0.7946
891f0c9b60fffff,9,10,7,0.2847,0.4623,0.664
891f0c9b613ffff,9,10,7,0.3701,0.5561,0.757
891f0c9b617ffff,9,10,7,0.4206,0.5953,0.8007
891f0c9b61bffff,9,10,7,0.3886,0.5786,0.7867
891f0c9b623ffff,9,10,7,0.3134,0.4961,0.697
891f0c9b627ffff,9,10,7,0.3406,0.529,0.7314
891f0c9b62bffff,9,10,7,0.331,0.5064,0.6924
891f0c9b62fffff,9,10,7,0.3086,0.4987,0.7097
891f0c9b633ffff,9,10,7,0.3257,0.5029,0.6986
891f0c9b637ffff,9,10,7,0.317,0.5026,0.7091
891f0c9b63bffff,9,10,7,0.3546,0.538,0.736
891f0c9b643ffff,9,10,7,0.332,0.5113,0.709
891f0c9b647ffff,9,10,7,0.391,0.5687,0.7731
891f0c9b64bffff,9,10,7,0.4376,0.6051,0.8043
891f0c9b64fffff,9,10,7,0.3743,0.5551,0.759
891f0c9b653ffff,9,10,7,0.373,0.5591,0.7629
891f0c9b657ffff,9,10,7,0.3859,0.568,0.7519
891f0c9b65bffff,9,10,7,0.4506,0.6257,0.8253
891f0c9b663ffff,9,10,7,0.3763,0.5629,0.7664
891f0c9b667ffff,9,10,7,0.4357,0.6184,0.8139
891f0c9b66bffff,9,10,7,0.3083,0.4881,0.689
891f0c9b66fffff,9,10,7,0.3844,0.5563,0.7453
891f0c9b673ffff,9,10,7,0.286,0.4809,0.6666
891f0c9b677ffff,9,10,7,0.3459,0.5319,0.7314
891f0c9b67bffff,9,10,7,0.3546,0.5241,0.721
891f0c9b683ffff,9,10,7,0.4237,0.6054,0.8004
891f0c9b687ffff,9,10,7,0.3987,0.5687,0.7724
891f0c9b68bffff,9,10,7,0.317,0.494,0.6997
891f0c9b68fffff,9,10,7,0.3577,0.522,0.73
891f0c9b693ffff,9,10,7,0.3643,0.5507,0.7527
891f0c9b697ffff,9,10,7,0.446,0.628,0.8117
891f0c9b69bffff,9,10,7,0.3313,0.5011,0.703
891f0c9b6a3ffff,9,10,7,0.3339,0.5047,0.7049
891f0c9b6a7ffff,9,10,7,0.3711,0.5511,0.7587
891f0c9b6abffff,9,10,7,0.35,0.5413,0.747
891f0c9b6afffff,9,10,7,0.3184,0.503,0.6966
891f0c9b6b3ffff,9,10,7,0.4151,0.5887,0.7743
891f0c9b6b7ffff,9,10,7,0.3324,0.5101,0.7146
891f0c9b6bbffff,9,10,7,0.333,0.4993,0.6991
891f0c9b6c3ffff,9,10,7,0.361,0.535,0.7397
891f0c9b6c7ffff,9,10,7,0.41,0.5963,0.8053
891f0c9b6cbffff,9,10,7,0.3769,0.5526,0.7623
891f0c9b6cfffff,9,10,7,0.4134,0.5864,0.7946
891f0c9b6d3ffff,9,10,7,0.4414,0.6211,0.8154
891f0c9b6d7ffff,9,10,7,0.3081,0.4987,0.7089
891f0c9b6dbffff,9,10,7,0.4076,0.592,0.7981
891f2a0d803ffff,9,10,7,0.0777,0.2487,0.4431
891f2a0d807ffff,9,10,7,0.0137,0.1619,0.3631
891f2a0d80bffff,9,10,7,0.0611,0.2191,0.4206
891f2a0d80fffff,9,10,7,0.0856,0.2744,0.47
891f2a0d813ffff,9,10,7,0.2267,0.393,0.5827
891f2a0d817ffff,9,10,7,0.1206,0.294,0.4939
891f2a0d81bffff,9,10,7,0.16,0.3321,0.5283
891f2a0d823ffff,9,10,7,0.2793,0.4523,0.6554
891f2a0d827ffff,9,10,7,0.2741,0.4497,0.6509
891f2a0d82bffff,9,10,7,0.1266,0.2876,0.4827
891f2a0d82fffff,9,10,7,0.2903,0.4584,0.6651
891f2a0d833ffff,9,10,7,0.0991,0.2484,0.4541
891f2a0d837ffff,9,10,7,0.1334,0.3083,0.5074
891f2a0d83bffff,9,10,7,0.2049,0.39,0.5891
891f2a0d843ffff,9,10,5,0.0632,0.2354,0.4312
891f2a0d847ffff,9,10,7,0.0417,0.2003,0.394
891f2a0d84bffff,9,10,1,0.381,0.536,0.735
891f2a0d84fffff,9,10,7,0.2757,0.4471,0.636
891f2a0d853ffff,9,10,4,0.056,0.2127,0.4098
891f2a0d857ffff,9,10,7,0.0734,0.2376,0.4427
891f2a0d863ffff,9,10,7,0.1834,0.3626,0.5629
891f2a0d867ffff,9,10,7,0.2233,0.4079,0.6101
891f2a0d86bffff,9,10,7,0.228,0.4079,0.6149
891f2a0d86fffff,9,10,7,0.15,0.3289,0.527
891f2a0d873ffff,9,10,7,0.1764,0.3557,0.5609
891f2a0d877ffff,9,10,7,0.151,0.311,0.5096
891f2a0d87bffff,9,10,7,0.0937,0.2757,0.481
891f2a0d883ffff,9,10,7,0.3176,0.5089,0.7043
891f2a0d887ffff,9,10,7,0.1449,0.3283,0.5309
891f2a0d88bffff,9,10,7,0.2861,0.4584,0.6596
891f2a0d88fffff,9,10,7,0.1751,0.3616,0.5613
891f2a0d893ffff,9,10,3,0.2723,0.456,0.6633
891f2a0d897ffff,9,10,7,0.2559,0.4517,0.6601
891f2a0d89bffff,9,10,7,0.2573,0.432,0.638
891f2a0d8a3ffff,9,10,7,0.0287,0.173,0.3696
891f2a0d8a7ffff,9,10,7,0.1434,0.3261,0.5314
891f2a0d8abffff,9,10,7,0.0,0.0789,0.2764
891f2a0d8afffff,9,10,7,0.0389,0.1774,0.3654
891f2a0d8b3ffff,9,10,7,0.1063,0.2761,0.473
891f2a0d8b7ffff,9,10,5,0.058,0.1986,0.397
891f2a0d8bbffff,9,10,7,0.0693,0.1944,0.3994
891f2a0d8c3ffff,9,10,6,0.171,0.3545,0.5593
891f2a0d8c7ffff,9,10,7,0.1359,0.3184,0.5133
891f2a0d8cbffff,9,10,2,0.232,0.3965,0.591
891f2a0d8cfffff,9,10,7,0.214,0.386,0.5806
891f2a0d8d3ffff,9,10,1,0.221,0.408,0.581
891f2a0d8d7ffff,9,10,7,0.171,0.341,0.5503
891f2a0d90bffff,9,10,2,0.1125,0.2725,0.492
891f2a0d91bffff,9,10,1,0.135,0.314,0.538
891f2a0d943ffff,9,10,7,0.1156,0.2917,0.4974
891f2a0d947ffff,9,10,7,0.1021,0.2851,0.4706
891f2a0d94bffff,9,10,7,0.1551,0.337,0.5403
891f2a0d94fffff,9,10,7,0.0416,0.1807,0.3796
891f2a0d953ffff,9,10,7,0.1384,0.3204,0.5287
891f2a0d957ffff,9,10,7,0.115,0.2646,0.4651
891f2a0d95bffff,9,10,7,0.4427,0.6271,0.8216
891f2a0d963ffff,9,10,3,0.1243,0.3127,0.5273
891f2a0d96bffff,9,10,7,0.0871,0.2609,0.4626
891f2a0d96fffff,9,10,1,0.0,0.081,0.293
891f2a0d973ffff,9,10,3,0.171,0.357,0.5583
891f2a0d97bffff,9,10,7,0.0973,0.2803,0.4679
891f2a0d9c3ffff,9,10,6,0.01,0.1288,0.3295
891f2a0d9cbffff,9,10,7,0.0651,0.2273,0.43
891f2a0d9cfffff,9,10,7,0.1113,0.294,0.5089
891f2a0d9d3ffff,9,10,3,0.1533,0.3317,0.5537
891f2a0d9dbffff,9,10,7,0.0871,0.2346,0.4311
891f2a0da03ffff,9,10,1,0.323,0.524,0.734
891f2a0da07ffff,9,10,7,0.187,0.3586,0.5683
891f2a0da0bffff,9,10,1,0.369,0.56,0.766
891f2a0da0fffff,9,10,7,0.2974,0.471,0.6629
891f2a0da17ffff,9,10,3,0.2233,0.3917,0.596
891f2a0da23ffff,9,10,7,0.1361,0.3183,0.5066
891f2a0da27ffff,9,10,7,0.2834,0.4531,0.6469
891f2a0da2bffff,9,10,7,0.2329,0.4077,0.609
891f2a0da2fffff,9,10,7,0.1483,0.3334,0.5281
891f2a0da33ffff,9,10,7,0.1201,0.3051,0.5034
891f2a0da37ffff,9,10,7,0.1349,0.3164,0.5081
891f2a0da3bffff,9,10,7,0.183,0.3513,0.5491
891f2a0da47ffff,9,10,1,0.48,0.674,0.853
891f2a0da63ffff,9,10,7,0.2504,0.4287,0.6209
891f2a0da67ffff,9,10,7,0.2226,0.3984,0.5983
891f2a0da6bffff,9,10,7,0.2547,0.4509,0.655
891f2a0da6fffff,9,10,7,0.2786,0.4554,0.6591
891f2a0da73ffff,9,10,7,0.2886,0.4639,0.6637
891f2a0da77ffff,9,10,7,0.187,0.3691,0.5696
891f2a0da7bffff,9,10,7,0.2631,0.441,0.637
891f2a0da87ffff,9,10,1,0.376,0.535,0.723
891f2a0daa3ffff,9,10,7,0.3393,0.5129,0.7163
891f2a0daa7ffff,9,10,7,0.2794,0.4579,0.6501
891f2a0daabffff,9,10,7,0.2611,0.4411,0.636
891f2a0daafffff,9,10,7,0.2596,0.4157,0.6136
891f2a0dab3ffff,9,10,7,0.2263,0.4031,0.5953
891f2a0dab7ffff,9,10,7,0.2283,0.4123,0.6103
891f2a0dabbffff,9,10,6,0.176,0.3537,0.5423
891f2a0db03ffff,9,10,7,0.3644,0.5493,0.7321
891f2a0db07ffff,9,10,7,0.4356,0.6046,0.8019
891f2a0db0bffff,9,10,7,0.2877,0.4686,0.6531
891f2a0db0fffff,9,10,7,0.4336,0.6073,0.7986
891f2a0db13ffff,9,10,7,0.4121,0.5797,0.7749
891f2a0db17ffff,9,10,7,0.3621,0.5419,0.7451
891f2a0db1bffff,9,10,7,0.3246,0.5049,0.6886
891f2a0db23ffff,9,10,7,0.2771,0.4533,0.6521
891f2a0db27ffff,9,10,7,0.2056,0.3831,0.6021
891f2a0db2bffff,9,10,7,0.3997,0.5951,0.7981
891f2a0db2fffff,9,10,7,0.3769,0.5647,0.766
891f2a0db33ffff,9,10,7,0.2463,0.4261,0.639
891f2a0db37ffff,9,10,7,0.19,0.3706,0.582
891f2a0db3bffff,9,10,7,0.3377,0.5116,0.7089
891f2a0db43ffff,9,10,7,0.3809,0.5644,0.7619
891f2a0db47ffff,9,10,7,0.3429,0.5356,0.7414
891f2a0db4bffff,9,10,7,0.3943,0.5723,0.7714
891f2a0db4fffff,9,10,7,0.3333,0.5133,0.7153
891f2a0db53ffff,9,10,7,0.2724,0.4461,0.646
891f2a0db57ffff,9,10,7,0.328,0.5147,0.7127
891f2a0db5bffff,9,10,7,0.2951,0.4773,0.6771
891f2a0db63ffff,9,10,7,0.3979,0.5863,0.8039
891f2a0db67ffff,9,10,7,0.4863,0.6686,0.8607
891f2a0db6bffff,9,10,7,0.4281,0.6147,0.8106
891f2a0db6fffff,9,10,7,0.401,0.5834,0.7804
891f2a0db73ffff,9,10,7,0.3864,0.5669,0.7754
891f2a0db77ffff,9,10,7,0.4474,0.6317,0.8209
891f2a0db7bffff,9,10,7,0.35,0.5341,0.7347
891f2a0db83ffff,9,10,7,0.3311,0.5073,0.7099
891f2a0db87ffff,9,10,7,0.2881,0.4621,0.6617
891f2a0db8bffff,9,10,7,0.2394,0.42,0.6209
891f2a0db8fffff,9,10,7,0.441,0.6193,0.813
891f2a0db93ffff,9,10,7,0.3643,0.5321,0.7231
891f2a0db97ffff,9,10,7,0.3593,0.53,0.7301
891f2a0db9bffff,9,10,7,0.2614,0.4304,0.6303
891f2a0dba3ffff,9,10,7,0.0827,0.262,0.4647
891f2a0dba7ffff,9,10,7,0.1879,0.3753,0.5743
891f2a0dbabffff,9,10,7,0.2443,0.4301,0.6199
891f2a0dbafffff,9,10,7,0.0721,0.2524,0.4531
891f2a0dbb3ffff,9,10,7,0.0753,0.2667,0.4594
891f2a0dbb7ffff,9,10,7,0.0873,0.245,0.4339
891f2a0dbbbffff,9,10,7,0.2429,0.4323,0.6324
891f2a0dbc3ffff,9,10,7,0.1806,0.3559,0.5544
891f2a0dbc7ffff,9,10,7,0.2773,0.4517,0.6481
891f2a0dbcbffff,9,10,7,0.25,0.4381,0.6447
891f2a0dbcfffff,9,10,7,0.2287,0.4027,0.5976
891f2a0dbd3ffff,9,10,7,0.204,0.3864,0.5764
891f2a0dbd7ffff,9,10,7,0.1976,0.3773,0.57
891f2a0dbdbffff,9,10,7,0.1286,0.297,0.4963
891f2a0dc27ffff,9,10,2,0.1075,0.289,0.4845
891f2a0dc2fffff,9,10,3,0.2067,0.4003,0.5917
891f2a0dc6fffff,9,10,2,0.0755,0.25,0.4455
891f2a0dd43ffff,9,10,7,0.1869,0.3756,0.5754
891f2a0dd47ffff,9,10,6,0.2055,0.3872,0.581
891f2a0dd4bffff,9,10,7,0.1653,0.355,0.5624
891f2a0dd4fffff,9,10,7,0.1911,0.3629,0.5707
891f2a0dd53ffff,9,10,5,0.149,0.3324,0.5306
891f2a0dd57ffff,9,10,7,0.1249,0.304,0.5046
891f2a0dd5bffff,9,10,7,0.1996,0.378,0.5851
891f2a0dd7bffff,9,10,2,0.1515,0.3485,0.554
891f2a0ddcfffff,9,10,1,0.108,0.292,0.489
891f2a2924bffff,9,10,2,0.229,0.3915,0.5775
891f2a60003ffff,9,10,7,0.3764,0.547,0.7414
891f2a60007ffff,9,10,7,0.4273,0.6016,0.8011
891f2a6000bffff,9,10,7,0.3584,0.5256,0.731
891f2a6000fffff,9,10,7,0.4186,0.59,0.7964
891f2a60013ffff,9,10,7,0.3394,0.5169,0.7201
891f2a60017ffff,9,10,7,0.4261,0.5966,0.7889
891f2a6001bffff,9,10,7,0.3489,0.5253,0.7259
891f2a60023ffff,9,10,7,0.4077,0.5881,0.7896
891f2a60027ffff,9,10,7,0.4431,0.6221,0.8187
891f2a6002bffff,9,10,7,0.4987,0.682,0.8651
891f2a6002fffff,9,10,7,0.4191,0.6004,0.7943
891f2a60033ffff,9,10,7,0.3914,0.579,0.7791
891f2a60037ffff,9,10,7,0.4126,0.5923,0.7831
891f2a6003bffff,9,10,7,0.46,0.6569,0.8429
891f2a60043ffff,9,10,7,0.2586,0.4337,0.6349
891f2a60047ffff,9,10,7,0.3207,0.5019,0.7073
891f2a6004bffff,9,10,7,0.212,0.3903,0.5886
891f2a6004fffff,9,10,7,0.2276,0.4147,0.6269
891f2a60053ffff,9,10,7,0.263,0.4389,0.6516
891f2a60057ffff,9,10,7,0.1996,0.3774,0.5839
891f2a6005bffff,9,10,7,0.0797,0.2493,0.4533
891f2a60063ffff,9,10,7,0.3531,0.5457,0.746
891f2a60067ffff,9,10,7,0.3561,0.545,0.7563
891f2a6006bffff,9,10,7,0.4911,0.669,0.8557
891f2a6006fffff,9,10,7,0.3356,0.517,0.7117
891f2a60073ffff,9,10,7,0.4536,0.6427,0.8323
891f2a60077ffff,9,10,7,0.4121,0.6013,0.8071
891f2a6007bffff,9,10,7,0.3979,0.5769,0.7746
891f2a60083ffff,9,10,7,0.3513,0.5367,0.734
891f2a60087ffff,9,10,7,0.401,0.5789,0.7807
891f2a6008bffff,9,10,7,0.3541,0.5383,0.7369
891f2a6008fffff,9,10,7,0.4467,0.6139,0.8177
891f2a60093ffff,9,10,7,0.3383,0.5166,0.7164
891f2a60097ffff,9,10,7,0.2803,0.4529,0.6594
891f2a6009bffff,9,10,7,0.3459,0.5247,0.7253
891f2a600a3ffff,9,10,7,0.4367,0.6144,0.818
891f2a600a7ffff,9,10,7,0.4096,0.5953,0.8014
891f2a600abffff,9,10,7,0.4411,0.6221,0.8199
891f2a600afffff,9,10,7,0.4587,0.647,0.832
891f2a600b3ffff,9,10,7,0.4383,0.6091,0.7866
891f2a600b7ffff,9,10,7,0.3196,0.5096,0.7091
891f2a600bbffff,9,10,7,0.467,0.6429,0.8359
891f2a600c3ffff,9,10,7,0.2717,0.4497,0.6553
891f2a600c7ffff,9,10,7,0.322,0.5079,0.7019
891f2a600cbffff,9,10,7,0.3139,0.493,0.6864
891f2a600cfffff,9,10,7,0.3137,0.4803,0.6803
891f2a600d3ffff,9,10,7,0.2347,0.429,0.6289
891f2a600d7ffff,9,10,6,0.3032,0.491,0.6988
891f2a600dbffff,9,10,7,0.1956,0.3887,0.5879
891f2a60103ffff,9,10,7,0.4127,0.598,0.7991
891f2a60107ffff,9,10,7,0.3776,0.5633,0.766
891f2a6010bffff,9,10,7,0.3867,0.5726,0.7813
891f2a6010fffff,9,10,7,0.439,0.61,0.8204
891f2a60113ffff,9,10,7,0.4639,0.6383,0.8416
891f2a60117ffff,9,10,7,0.4646,0.6443,0.8374
891f2a6011bffff,9,10,7,0.428,0.6196,0.8239
891f2a60123ffff,9,10,7,0.4151,0.588,0.786
891f2a60127ffff,9,10,7,0.3559,0.5287,0.7336
891f2a6012bffff,9,10,7,0.4516,0.6256,0.8379
891f2a6012fffff,9,10,7,0.3921,0.573,0.7674
891f2a60133ffff,9,10,7,0.3903,0.5819,0.7829
891f2a60137ffff,9,10,7,0.3864,0.5723,0.7676
891f2a6013bffff,9,10,7,0.409,0.5834,0.783
891f2a60143ffff,9,10,7,0.3826,0.5629,0.7613
891f2a60147ffff,9,10,7,0.3779,0.5624,0.7697
891f2a6014bffff,9,10,7,0.4204,0.5981,0.7973
891f2a6014fffff,9,10,7,0.3734,0.5667,0.754
891f2a60153ffff,9,10,7,0.4146,0.6024,0.8013
891f2a60157ffff,9,10,7,0.3894,0.5621,0.7649
891f2a6015bffff,9,10,7,0.3927,0.5759,0.7764
891f2a60163ffff,9,10,7,0.3201,0.5006,0.7044
891f2a60167ffff,9,10,7,0.3297,0.5054,0.7043
891f2a6016bffff,9,10,7,0.3043,0.475,0.6694
891f2a6016fffff,9,10,7,0.2766,0.4594,0.6667
891f2a60173ffff,9,10,7,0.4044,0.57,0.771
891f2a60177ffff,9,10,7,0.3956,0.582,0.7776
891f2a6017bffff,9,10,7,0.3924,0.5734,0.7716
891f2a60183ffff,9,10,7,0.414,0.5959,0.7929
891f2a60187ffff,9,10,7,0.4549,0.6366,0.8263
891f2a6018bffff,9,10,7,0.4853,0.6693,0.8514
891f2a6018fffff,9,10,7,0.4754,0.652,0.8543
891f2a60193ffff,9,10,7,0.4674,0.6547,0.8463
891f2a60197ffff,9,10,7,0.4006,0.5797,0.7619
891f2a6019bffff,9,10,7,0.4551,0.6347,0.8366
891f2a601a3ffff,9,10,7,0.446,0.629,0.8189
891f2a601a7ffff,9,10,7,0.4316,0.6137,0.8113
891f2a601abffff,9,10,7,0.4794,0.6566,0.8511
891f2a601afffff,9,10,7,0.3921,0.5673,0.7644
891f2a601b3ffff,9,10,7,0.4723,0.6569,0.8574
891f2a601b7ffff,9,10,7,0.3219,0.4993,0.6967
891f2a601bbffff,9,10,7,0.4254,0.6014,0.8099
891f2a601c3ffff,9,10,7,0.479,0.6523,0.8469
891f2a601c7ffff,9,10,7,0.5213,0.6956,0.8814
891f2a601cbffff,9,10,7,0.3473,0.5306,0.7397
891f2a601cfffff,9,10,7,0.3891,0.5723,0.779
891f2a601d3ffff,9,10,7,0.4227,0.5939,0.795
891f2a601d7ffff,9,10,7,0.4681,0.6484,0.8374
891f2a601dbffff,9,10,7,0.4349,0.6241,0.8146
891f2a60203ffff,9,10,7,0.3161,0.4954,0.6923
891f2a60207ffff,9,10,7,0.1471,0.3333,0.5371
891f2a6020bffff,9,10,7,0.254,0.4313,0.6161
891f2a6020fffff,9,10,7,0.2667,0.4496,0.6566
891f2a60213ffff,9,10,7,0.2221,0.4004,0.5923
891f2a60217ffff,9,10,7,0.2141,0.3881,0.5911
891f2a6021bffff,9,10,7,0.1683,0.3487,0.548
891f2a60223ffff,9,10,7,0.1777,0.3413,0.5404
891f2a60227ffff,9,10,7,0.2484,0.4287,0.6314
891f2a6022bffff,9,10,7,0.202,0.371,0.5697
891f2a6022fffff,9,10,7,0.1371,0.3156,0.5129
891f2a60233ffff,9,10,7,0.2699,0.4441,0.6413
891f2a60237ffff,9,10,7,0.2696,0.4583,0.6547
891f2a6023bffff,9,10,7,0.1847,0.3616,0.5616
891f2a60243ffff,9,10,7,0.075,0.2507,0.4506
891f2a60247ffff,9,10,7,0.137,0.3013,0.5059
891f2a6024bffff,9,10,5,0.2212,0.3578,0.5508
891f2a6024fffff,9,10,7,0.1227,0.2817,0.4807
891f2a60253ffff,9,10,7,0.126,0.3034,0.5127
891f2a60257ffff,9,10,7,0.1533,0.3357,0.548
891f2a6025bffff,9,10,4,0.0512,0.2363,0.4323
891f2a60263ffff,9,10,7,0.2714,0.4606,0.6643
891f2a60267ffff,9,10,7,0.287,0.4583,0.6551
891f2a6026bffff,9,10,7,0.129,0.3093,0.5069
891f2a6026fffff,9,10,7,0.2519,0.4269,0.6216
891f2a60273ffff,9,10,7,0.2293,0.3873,0.5784
891f2a60277ffff,9,10,7,0.2549,0.4404,0.6359
891f2a6027bffff,9,10,7,0.1256,0.3117,0.5071
891f2a60283ffff,9,10,7,0.154,0.3204,0.5167
891f2a60287ffff,9,10,7,0.3774,0.5534,0.7623
891f2a6028bffff,9,10,7,0.2264,0.4066,0.597
891f2a6028fffff,9,10,7,0.2927,0.4684,0.6713
891f2a60293ffff,9,10,7,0.0663,0.2454,0.4511
891f2a60297ffff,9,10,7,0.1844,0.362,0.5673
891f2a6029bffff,9,10,7,0.0627,0.236,0.4369
891f2a602a3ffff,9,10,7,0.2069,0.3887,0.5929
891f2a602a7ffff,9,10,7,0.2981,0.4766,0.676
891f2a602abffff,9,10,7,0.2331,0.3937,0.5984
