hex_id,h3_resolution,acceptance_low,acceptance_medium,acceptance_high,data_status,method_version
87080058affffff,7,0.225,0.432,0.603,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080058bffffff,7,0.244,0.43,0.626,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080058cffffff,7,0.369,0.531,0.716,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080058dffffff,7,0.328,0.511,0.686,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080058effffff,7,0.346,0.54,0.73,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800590ffffff,7,0.184,0.376,0.556,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800591ffffff,7,0.297,0.507,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800592ffffff,7,0.574,0.729,0.948,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800593ffffff,7,0.42,0.581,0.807,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800594ffffff,7,0.449,0.615,0.809,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800595ffffff,7,0.184,0.379,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800596ffffff,7,0.329,0.498,0.693,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800598ffffff,7,0.394,0.571,0.746,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800599ffffff,7,0.4,0.556,0.744,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080059affffff,7,0.3,0.493,0.698,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080059bffffff,7,0.255,0.439,0.619,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080059cffffff,7,0.554,0.711,0.89,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080059dffffff,7,0.366,0.542,0.754,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080059effffff,7,0.429,0.583,0.759,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a0ffffff,7,0.377,0.538,0.722,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a1ffffff,7,0.289,0.479,0.698,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a2ffffff,7,0.335,0.52,0.696,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a3ffffff,7,0.157,0.361,0.532,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a4ffffff,7,0.253,0.438,0.63,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a5ffffff,7,0.299,0.493,0.668,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a6ffffff,7,0.244,0.453,0.664,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a8ffffff,7,0.362,0.563,0.736,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005a9ffffff,7,0.469,0.627,0.841,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005aaffffff,7,0.337,0.531,0.755,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005abffffff,7,0.432,0.588,0.812,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005acffffff,7,0.296,0.456,0.664,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005adffffff,7,0.43,0.614,0.842,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005aeffffff,7,0.126,0.33,0.53,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b0ffffff,7,0.318,0.474,0.647,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b1ffffff,7,0.152,0.312,0.532,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b2ffffff,7,0.051,0.256,0.43,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b3ffffff,7,0.273,0.458,0.668,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b4ffffff,7,0.252,0.437,0.627,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b5ffffff,7,0.35,0.519,0.706,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708005b6ffffff,7,0.171,0.347,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800602ffffff,7,0.217,0.378,0.6,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800606ffffff,7,0.249,0.448,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800608ffffff,7,0.226,0.405,0.609,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800609ffffff,7,0.245,0.453,0.632,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080060affffff,7,0.246,0.398,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080060bffffff,7,0.143,0.33,0.502,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080060cffffff,7,0.457,0.653,0.839,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080060dffffff,7,0.33,0.486,0.699,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080060effffff,7,0.211,0.408,0.608,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800610ffffff,7,0.411,0.565,0.75,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800611ffffff,7,0.215,0.412,0.639,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800612ffffff,7,0.407,0.564,0.787,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800613ffffff,7,0.307,0.468,0.64,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800614ffffff,7,0.248,0.431,0.614,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800615ffffff,7,0.062,0.239,0.432,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800616ffffff,7,0.304,0.46,0.683,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080061affffff,7,0.28,0.489,0.703,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080061cffffff,7,0.359,0.521,0.696,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080061effffff,7,0.338,0.507,0.681,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800628ffffff,7,0.423,0.611,0.825,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080062affffff,7,0.23,0.435,0.641,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080062bffffff,7,0.379,0.573,0.751,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080062cffffff,7,0.536,0.717,0.906,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080062dffffff,7,0.254,0.42,0.642,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080062effffff,7,0.269,0.451,0.675,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800630ffffff,7,0.405,0.583,0.759,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800631ffffff,7,0.379,0.573,0.752,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800632ffffff,7,0.275,0.469,0.654,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800633ffffff,7,0.517,0.713,0.937,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800634ffffff,7,0.351,0.527,0.704,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800636ffffff,7,0.346,0.515,0.728,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800640ffffff,7,0.343,0.549,0.753,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800641ffffff,7,0.222,0.43,0.63,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800642ffffff,7,0.253,0.432,0.626,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800643ffffff,7,0.28,0.448,0.629,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800644ffffff,7,0.228,0.436,0.644,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800645ffffff,7,0.248,0.414,0.643,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800646ffffff,7,0.243,0.397,0.584,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800648ffffff,7,0.361,0.534,0.72,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800649ffffff,7,0.411,0.566,0.78,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080064affffff,7,0.44,0.592,0.765,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080064bffffff,7,0.277,0.472,0.691,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080064cffffff,7,0.381,0.554,0.734,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080064dffffff,7,0.381,0.577,0.781,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080064effffff,7,0.189,0.384,0.61,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800650ffffff,7,0.17,0.332,0.531,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800651ffffff,7,0.391,0.542,0.719,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800653ffffff,7,0.224,0.427,0.655,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800654ffffff,7,0.229,0.41,0.629,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800655ffffff,7,0.304,0.458,0.652,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800658ffffff,7,0.188,0.394,0.604,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800659ffffff,7,0.394,0.569,0.752,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080065affffff,7,0.282,0.446,0.619,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080065bffffff,7,0.411,0.576,0.79,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080065cffffff,7,0.306,0.493,0.706,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080065dffffff,7,0.15,0.336,0.514,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080065effffff,7,0.343,0.513,0.701,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800660ffffff,7,0.317,0.481,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800661ffffff,7,0.28,0.483,0.666,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800662ffffff,7,0.301,0.478,0.66,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800663ffffff,7,0.481,0.661,0.851,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800664ffffff,7,0.423,0.59,0.805,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800665ffffff,7,0.221,0.403,0.589,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800666ffffff,7,0.307,0.479,0.695,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800668ffffff,7,0.257,0.459,0.668,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800669ffffff,7,0.604,0.794,0.97,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080066affffff,7,0.351,0.546,0.76,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080066bffffff,7,0.349,0.527,0.712,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080066cffffff,7,0.422,0.607,0.832,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080066dffffff,7,0.669,0.852,1.0,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080066effffff,7,0.283,0.438,0.62,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800672ffffff,7,0.221,0.4,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800673ffffff,7,0.049,0.247,0.426,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800680ffffff,7,0.217,0.422,0.648,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800681ffffff,7,0.233,0.398,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800682ffffff,7,0.148,0.344,0.519,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800683ffffff,7,0.183,0.378,0.556,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800684ffffff,7,0.332,0.531,0.745,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800685ffffff,7,0.26,0.433,0.612,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800686ffffff,7,0.362,0.538,0.737,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800688ffffff,7,0.202,0.379,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800689ffffff,7,0.247,0.4,0.577,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080068affffff,7,0.285,0.494,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080068bffffff,7,0.518,0.707,0.923,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080068cffffff,7,0.139,0.312,0.502,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080068dffffff,7,0.137,0.301,0.494,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080068effffff,7,0.22,0.413,0.616,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800690ffffff,7,0.312,0.485,0.674,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800691ffffff,7,0.356,0.511,0.732,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800692ffffff,7,0.226,0.386,0.575,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800693ffffff,7,0.226,0.404,0.58,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800694ffffff,7,0.169,0.374,0.581,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800695ffffff,7,0.321,0.51,0.71,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800696ffffff,7,0.084,0.271,0.466,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800698ffffff,7,0.272,0.448,0.663,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870800699ffffff,7,0.385,0.544,0.756,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080069affffff,7,0.209,0.36,0.558,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080069bffffff,7,0.228,0.429,0.637,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080069cffffff,7,0.231,0.407,0.599,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080069dffffff,7,0.528,0.678,0.884,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
87080069effffff,7,0.17,0.377,0.602,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a0ffffff,7,0.398,0.598,0.819,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a1ffffff,7,0.396,0.555,0.734,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a2ffffff,7,0.283,0.476,0.681,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a3ffffff,7,0.27,0.428,0.647,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a4ffffff,7,0.084,0.283,0.468,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a5ffffff,7,0.398,0.588,0.812,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a6ffffff,7,0.368,0.534,0.762,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a8ffffff,7,0.358,0.511,0.739,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006a9ffffff,7,0.262,0.432,0.638,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006aaffffff,7,0.162,0.328,0.503,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006abffffff,7,0.053,0.228,0.422,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006acffffff,7,0.353,0.551,0.77,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006adffffff,7,0.175,0.347,0.556,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006aeffffff,7,0.313,0.465,0.671,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006b0ffffff,7,0.296,0.498,0.702,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006b1ffffff,7,0.327,0.525,0.708,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006b2ffffff,7,0.389,0.584,0.784,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
8708006b3ffffff,7,0.189,0.377,0.586,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
